word,corpus,freq
Viakal,fra_jsi_newsfeed_virt,2
Vitalínea,fra_jsi_newsfeed_virt,0
Voltadol,fra_jsi_newsfeed_virt,1
Voltarén,fra_jsi_newsfeed_virt,0
Wamba,fra_jsi_newsfeed_virt,6850
Zumosol,fra_jsi_newsfeed_virt,0
Zumosol,spa_jsi_newsfeed_virt,1028
Kub Or,fra_jsi_newsfeed_virt,18
Bouillon Kub,fra_jsi_newsfeed_virt,74
Coronita,fra_jsi_newsfeed_virt,5
Coronita,spa_jsi_newsfeed_virt,1675
7up,spa_jsi_newsfeed_virt,300
Airbus,spa_jsi_newsfeed_virt,80089
Abribus,spa_jsi_newsfeed_virt,2
Aston Martin,spa_jsi_newsfeed_virt,16029
Auchan,spa_jsi_newsfeed_virt,2841
Audi,spa_jsi_newsfeed_virt,5016946
BABY born,spa_jsi_newsfeed_virt,65
Babybel,spa_jsi_newsfeed_virt,108
Bacardí,spa_jsi_newsfeed_virt,3043
Badoit,spa_jsi_newsfeed_virt,3
Balenciaga,spa_jsi_newsfeed_virt,9902
Ballantine's,spa_jsi_newsfeed_virt,403
Balmain,spa_jsi_newsfeed_virt,3809
Banania,spa_jsi_newsfeed_virt,24
Barbie,spa_jsi_newsfeed_virt,83789
Bateaux-Mouches,spa_jsi_newsfeed_virt,17
Beautyblender,spa_jsi_newsfeed_virt,21
Bentley,spa_jsi_newsfeed_virt,12646
Betadine,spa_jsi_newsfeed_virt,364
Biafine,spa_jsi_newsfeed_virt,6
Bic,spa_jsi_newsfeed_virt,32798
Bisolvon,spa_jsi_newsfeed_virt,41
Blablacar,spa_jsi_newsfeed_virt,5975
Blanco,spa_jsi_newsfeed_virt,3153844
Blédichef,spa_jsi_newsfeed_virt,0
Blédidej,spa_jsi_newsfeed_virt,0
Blédilait,spa_jsi_newsfeed_virt,0
Blédina,spa_jsi_newsfeed_virt,1
Blédine,spa_jsi_newsfeed_virt,0
Blédîner,spa_jsi_newsfeed_virt,0
BMW,spa_jsi_newsfeed_virt,114797
BN,spa_jsi_newsfeed_virt,4113
Ace,spa_jsi_newsfeed_virt,20656
Botox,spa_jsi_newsfeed_virt,7909
Boules Quies,spa_jsi_newsfeed_virt,0
Bounty,spa_jsi_newsfeed_virt,1747
Boursin,spa_jsi_newsfeed_virt,106
Boules Quies,spa_jsi_newsfeed_virt,0
Bounty,spa_jsi_newsfeed_virt,1747
Boursin,spa_jsi_newsfeed_virt,106
Brita,spa_jsi_newsfeed_virt,27840
Boules Quies,spa_jsi_newsfeed_virt,0
Brita,spa_jsi_newsfeed_virt,27840
Brother,spa_jsi_newsfeed_virt,50754
Buckler,spa_jsi_newsfeed_virt,205
Bud,spa_jsi_newsfeed_virt,6986
Bugatti,spa_jsi_newsfeed_virt,10879
Burberry,spa_jsi_newsfeed_virt,6318
Bvlgari,spa_jsi_newsfeed_virt,1653
Caddie,spa_jsi_newsfeed_virt,3456
Cadillac,spa_jsi_newsfeed_virt,16966
Cajoline,spa_jsi_newsfeed_virt,0
Calgon,spa_jsi_newsfeed_virt,54
Calvin Klein,spa_jsi_newsfeed_virt,7877
Camel,spa_jsi_newsfeed_virt,82318
Camper,spa_jsi_newsfeed_virt,54660
Campingaz,spa_jsi_newsfeed_virt,60
Canard,spa_jsi_newsfeed_virt,1555
Canson,spa_jsi_newsfeed_virt,731
Caprice des Dieux,spa_jsi_newsfeed_virt,22
Carambar,spa_jsi_newsfeed_virt,13
Carioca,spa_jsi_newsfeed_virt,39290
Carolina Herrera,spa_jsi_newsfeed_virt,11561
Carrera,spa_jsi_newsfeed_virt,4005227
Cartier,spa_jsi_newsfeed_virt,8609
Casio,spa_jsi_newsfeed_virt,2518259
Catisfactions,spa_jsi_newsfeed_virt,2
Cello-tape,spa_jsi_newsfeed_virt,2
Cellophane,spa_jsi_newsfeed_virt,241
Chamallows,spa_jsi_newsfeed_virt,1
Chanel,spa_jsi_newsfeed_virt,34428
Chevrolet,spa_jsi_newsfeed_virt,115859
Chips ahoy,spa_jsi_newsfeed_virt,172
Chloé,spa_jsi_newsfeed_virt,5437
Chocapic,spa_jsi_newsfeed_virt,113
Christian Louboutin,spa_jsi_newsfeed_virt,1500
Chrysler,spa_jsi_newsfeed_virt,24890
Chupachups,spa_jsi_newsfeed_virt,239
Cillit Bang,spa_jsi_newsfeed_virt,35
Citroën,spa_jsi_newsfeed_virt,44228
Clarisonic,spa_jsi_newsfeed_virt,76
Clearblue,spa_jsi_newsfeed_virt,96
Coca Cola,spa_jsi_newsfeed_virt,28284
Coco Pops,spa_jsi_newsfeed_virt,31
Cocotte-Minute,spa_jsi_newsfeed_virt,0
Colgate,spa_jsi_newsfeed_virt,4846
Contrex,spa_jsi_newsfeed_virt,19
Converse,spa_jsi_newsfeed_virt,11914
Corona,spa_jsi_newsfeed_virt,4754348
Coton-tige,spa_jsi_newsfeed_virt,0
Cracotte,spa_jsi_newsfeed_virt,1
Crayola,spa_jsi_newsfeed_virt,1767
Cromalin,spa_jsi_newsfeed_virt,12
Cubitainer,spa_jsi_newsfeed_virt,0
Cutex,spa_jsi_newsfeed_virt,372
Danette,spa_jsi_newsfeed_virt,137
Danonino,spa_jsi_newsfeed_virt,307
Desigual,spa_jsi_newsfeed_virt,551765
Desperados,spa_jsi_newsfeed_virt,889
Dictaphone,spa_jsi_newsfeed_virt,20
Digicode,spa_jsi_newsfeed_virt,2
Dom Pérignon,spa_jsi_newsfeed_virt,904
Doritos,spa_jsi_newsfeed_virt,2614
Dr Pepper,spa_jsi_newsfeed_virt,351
Dr. Martens,spa_jsi_newsfeed_virt,551
Duracell,spa_jsi_newsfeed_virt,890
Durex,spa_jsi_newsfeed_virt,1168
Dymo,spa_jsi_newsfeed_virt,1967
Ebly,spa_jsi_newsfeed_virt,364
Elseve,spa_jsi_newsfeed_virt,8
Emporio Armani,spa_jsi_newsfeed_virt,1571
Epilady,spa_jsi_newsfeed_virt,15
Escalator,spa_jsi_newsfeed_virt,105
Esquimaux,spa_jsi_newsfeed_virt,4
Evian,spa_jsi_newsfeed_virt,5045
Excel,spa_jsi_newsfeed_virt,1130504
Fairy,spa_jsi_newsfeed_virt,3004
Fanta,spa_jsi_newsfeed_virt,653611
Febreze,spa_jsi_newsfeed_virt,137
Fermeture Éclair,spa_jsi_newsfeed_virt,1
Ferrero Rocher,spa_jsi_newsfeed_virt,1714
Fiat,spa_jsi_newsfeed_virt,97941
Fibrociment,spa_jsi_newsfeed_virt,7
Ficello,spa_jsi_newsfeed_virt,0
Figolu,spa_jsi_newsfeed_virt,1
Fixodent,spa_jsi_newsfeed_virt,1
Fluimucil,spa_jsi_newsfeed_virt,80
Flunch,spa_jsi_newsfeed_virt,45
Ford,spa_jsi_newsfeed_virt,677452
Foreo,spa_jsi_newsfeed_virt,1112
Formica,spa_jsi_newsfeed_virt,5839
Freedent,spa_jsi_newsfeed_virt,5
Frigidaire,spa_jsi_newsfeed_virt,127
Frisbee,spa_jsi_newsfeed_virt,1388
Frosties,spa_jsi_newsfeed_virt,56
Fruit d'or,spa_jsi_newsfeed_virt,0
Furby,spa_jsi_newsfeed_virt,525
Fuze Tea,spa_jsi_newsfeed_virt,94
Garnier,spa_jsi_newsfeed_virt,6319
Gatorade,spa_jsi_newsfeed_virt,4905
Gavottes,spa_jsi_newsfeed_virt,3
Géant vert,spa_jsi_newsfeed_virt,0
Gibson,spa_jsi_newsfeed_virt,26264
Gillette,spa_jsi_newsfeed_virt,5025
Giorgio Armani,spa_jsi_newsfeed_virt,3102
Gomina,spa_jsi_newsfeed_virt,3729
Google,spa_jsi_newsfeed_virt,1039446
Boules Quies,spa_jsi_newsfeed_virt,0
Cajoline,spa_jsi_newsfeed_virt,0
Cocotte-Minute,spa_jsi_newsfeed_virt,0
Coton-tige,spa_jsi_newsfeed_virt,0
Cubitainer,spa_jsi_newsfeed_virt,0
Ficello,spa_jsi_newsfeed_virt,0
Fruit d'or,spa_jsi_newsfeed_virt,0
Géant vert,spa_jsi_newsfeed_virt,0
Google,spa_jsi_newsfeed_virt,1039446
H&S,spa_jsi_newsfeed_virt,0
Harley-Davidson,spa_jsi_newsfeed_virt,4914
Havaianas,spa_jsi_newsfeed_virt,755
Heineken,spa_jsi_newsfeed_virt,18697
Hépar,spa_jsi_newsfeed_virt,1
Hermès,spa_jsi_newsfeed_virt,4195
Honda,spa_jsi_newsfeed_virt,394394
Hot Wheels,spa_jsi_newsfeed_virt,2127
Hula Hoop,spa_jsi_newsfeed_virt,663
Hunter,spa_jsi_newsfeed_virt,59818
Ibanez,spa_jsi_newsfeed_virt,398
Infographie,spa_jsi_newsfeed_virt,3
Intercités,spa_jsi_newsfeed_virt,28
Invisalign,spa_jsi_newsfeed_virt,649
iPad,spa_jsi_newsfeed_virt,1387869
Iphone,spa_jsi_newsfeed_virt,479723
Jacuzzi,spa_jsi_newsfeed_virt,13744
Jaguar,spa_jsi_newsfeed_virt,115461
Jeep,spa_jsi_newsfeed_virt,46370
Jimmy Choo,spa_jsi_newsfeed_virt,2294
Jordan,spa_jsi_newsfeed_virt,266123
JumboTron,spa_jsi_newsfeed_virt,81
K-Way,spa_jsi_newsfeed_virt,41
Kärcher,spa_jsi_newsfeed_virt,369
Kawasaki,spa_jsi_newsfeed_virt,12653
Kellogg's,spa_jsi_newsfeed_virt,2043
Kellogg’s Corn Flakes,spa_jsi_newsfeed_virt,0
Kérosène,spa_jsi_newsfeed_virt,1
Kinder,spa_jsi_newsfeed_virt,12746
Kinder Bueno,spa_jsi_newsfeed_virt,158
Kinder Schoko-Bons,spa_jsi_newsfeed_virt,0
Kinder Surprise,spa_jsi_newsfeed_virt,15
Kiri,spa_jsi_newsfeed_virt,49222
KitKat,spa_jsi_newsfeed_virt,2871
Klaxon,spa_jsi_newsfeed_virt,299
Kleenex,spa_jsi_newsfeed_virt,1371
Knacki,spa_jsi_newsfeed_virt,0
Kodak,spa_jsi_newsfeed_virt,6335
Kub Or,spa_jsi_newsfeed_virt,0
Bouillon Kub,spa_jsi_newsfeed_virt,0
La Laitière,spa_jsi_newsfeed_virt,1
La Poste,spa_jsi_newsfeed_virt,516
La vache qui rit,spa_jsi_newsfeed_virt,10
Labello,spa_jsi_newsfeed_virt,224
Lacoste,spa_jsi_newsfeed_virt,7265
Lamborghini,spa_jsi_newsfeed_virt,23894
Land Rover,spa_jsi_newsfeed_virt,16503
Lay's,spa_jsi_newsfeed_virt,814
Lego,spa_jsi_newsfeed_virt,1168742
Leroy Merlin,spa_jsi_newsfeed_virt,5329
Boules Quies,spa_jsi_newsfeed_virt,0
Cajoline,spa_jsi_newsfeed_virt,0
Cocotte-Minute,spa_jsi_newsfeed_virt,0
Coton-tige,spa_jsi_newsfeed_virt,0
Cubitainer,spa_jsi_newsfeed_virt,0
Ficello,spa_jsi_newsfeed_virt,0
Fruit d'or,spa_jsi_newsfeed_virt,0
Géant vert,spa_jsi_newsfeed_virt,0
H&S,spa_jsi_newsfeed_virt,0
Kellogg’s Corn Flakes,spa_jsi_newsfeed_virt,0
Kinder Schoko-Bons,spa_jsi_newsfeed_virt,0
Knacki,spa_jsi_newsfeed_virt,0
Kub Or,spa_jsi_newsfeed_virt,0
Bouillon Kub,spa_jsi_newsfeed_virt,0
Listerine,spa_jsi_newsfeed_virt,433
Loctite,spa_jsi_newsfeed_virt,295
Loewe,spa_jsi_newsfeed_virt,8781
Longchamp,spa_jsi_newsfeed_virt,2771
Louis Vuitton,spa_jsi_newsfeed_virt,16863
Lycra,spa_jsi_newsfeed_virt,2057
Lyocell,spa_jsi_newsfeed_virt,245
M&M's,spa_jsi_newsfeed_virt,428
MacBook,spa_jsi_newsfeed_virt,33063
Magnum,spa_jsi_newsfeed_virt,9152
Maizena,spa_jsi_newsfeed_virt,830
Malabar,spa_jsi_newsfeed_virt,41174
Manolo Blahnik,spa_jsi_newsfeed_virt,2033
Marlboro,spa_jsi_newsfeed_virt,5169
Martini,spa_jsi_newsfeed_virt,43481
Mauser,spa_jsi_newsfeed_virt,1161
Meccano,spa_jsi_newsfeed_virt,254
Mentos,spa_jsi_newsfeed_virt,10000000
Mercalm,spa_jsi_newsfeed_virt,2
Mercedes-Benz,spa_jsi_newsfeed_virt,39014
Mercurochrome,spa_jsi_newsfeed_virt,0
Michael Kors,spa_jsi_newsfeed_virt,4192
Michelin,spa_jsi_newsfeed_virt,58608
MINI,spa_jsi_newsfeed_virt,10000000
Mir,spa_jsi_newsfeed_virt,82318
Mobylette,spa_jsi_newsfeed_virt,69
Moët & Chandon,spa_jsi_newsfeed_virt,0
Monopoly,spa_jsi_newsfeed_virt,6927
Montblanc,spa_jsi_newsfeed_virt,4663
Mousline,spa_jsi_newsfeed_virt,12
Moviola,spa_jsi_newsfeed_virt,938
Mr. Propre,spa_jsi_newsfeed_virt,1
Néoprène,spa_jsi_newsfeed_virt,0
Nescafé,spa_jsi_newsfeed_virt,4220
Nespresso,spa_jsi_newsfeed_virt,5156
Nesquik,spa_jsi_newsfeed_virt,844
Nestea,spa_jsi_newsfeed_virt,341
Nestlé Nidal,spa_jsi_newsfeed_virt,1
New Balance,spa_jsi_newsfeed_virt,4604
Nike,spa_jsi_newsfeed_virt,76869
Nintendo,spa_jsi_newsfeed_virt,271138
Nivea,spa_jsi_newsfeed_virt,2213
Nocciolata,spa_jsi_newsfeed_virt,0
Nutella,spa_jsi_newsfeed_virt,6415
Nylon,spa_jsi_newsfeed_virt,18298
Oasis,spa_jsi_newsfeed_virt,58821
Orangina,spa_jsi_newsfeed_virt,110
Oreo,spa_jsi_newsfeed_virt,461134
Orfidal,spa_jsi_newsfeed_virt,1125
Pampers,spa_jsi_newsfeed_virt,933
Boules Quies,spa_jsi_newsfeed_virt,0
Cajoline,spa_jsi_newsfeed_virt,0
Cocotte-Minute,spa_jsi_newsfeed_virt,0
Coton-tige,spa_jsi_newsfeed_virt,0
Cubitainer,spa_jsi_newsfeed_virt,0
Ficello,spa_jsi_newsfeed_virt,0
Fruit d'or,spa_jsi_newsfeed_virt,0
Géant vert,spa_jsi_newsfeed_virt,0
H&S,spa_jsi_newsfeed_virt,0
Kellogg’s Corn Flakes,spa_jsi_newsfeed_virt,0
Kinder Schoko-Bons,spa_jsi_newsfeed_virt,0
Knacki,spa_jsi_newsfeed_virt,0
Kub Or,spa_jsi_newsfeed_virt,0
Bouillon Kub,spa_jsi_newsfeed_virt,0
Mercurochrome,spa_jsi_newsfeed_virt,0
Moët & Chandon,spa_jsi_newsfeed_virt,0
Néoprène,spa_jsi_newsfeed_virt,0
Nocciolata,spa_jsi_newsfeed_virt,0
Panier de Yoplait,spa_jsi_newsfeed_virt,1
Pantene,spa_jsi_newsfeed_virt,2169
Pattex,spa_jsi_newsfeed_virt,21
Pédalo,spa_jsi_newsfeed_virt,12
Pepsi,spa_jsi_newsfeed_virt,36011
Perfecto,spa_jsi_newsfeed_virt,1061070
Perle de lait,spa_jsi_newsfeed_virt,0
Perrier,spa_jsi_newsfeed_virt,1435
Persol,spa_jsi_newsfeed_virt,2619
Pescanova,spa_jsi_newsfeed_virt,14995
Petit Yoplait,spa_jsi_newsfeed_virt,0
Petits Filous,spa_jsi_newsfeed_virt,0
Peugeot,spa_jsi_newsfeed_virt,85315
Philadelphia,spa_jsi_newsfeed_virt,30975
Photomaton,spa_jsi_newsfeed_virt,20
Photoshop,spa_jsi_newsfeed_virt,34269
Picard,spa_jsi_newsfeed_virt,36937
Pilot,spa_jsi_newsfeed_virt,1229752
Pim's,spa_jsi_newsfeed_virt,9
Ping-Pong,spa_jsi_newsfeed_virt,4027
Pitch,spa_jsi_newsfeed_virt,102601
Placoplâtre,spa_jsi_newsfeed_virt,0
Playboy,spa_jsi_newsfeed_virt,29844
Playmobil,spa_jsi_newsfeed_virt,6419
PlayStation,spa_jsi_newsfeed_virt,231747
Plexiglas,spa_jsi_newsfeed_virt,326
Pliz,spa_jsi_newsfeed_virt,484
Pokémon,spa_jsi_newsfeed_virt,191375
Polaroid,spa_jsi_newsfeed_virt,5582
Polo,spa_jsi_newsfeed_virt,875972
Pom'Potes,spa_jsi_newsfeed_virt,1
Post-it,spa_jsi_newsfeed_virt,2500
Postéclair,spa_jsi_newsfeed_virt,0
Power Point,spa_jsi_newsfeed_virt,4718
Powerade,spa_jsi_newsfeed_virt,1760
Primpéran,spa_jsi_newsfeed_virt,0
Prince,spa_jsi_newsfeed_virt,358232
Pringles,spa_jsi_newsfeed_virt,10981
PSP,spa_jsi_newsfeed_virt,7169
Ralph Lauren,spa_jsi_newsfeed_virt,5985
RATP,spa_jsi_newsfeed_virt,1758
Ray-Ban,spa_jsi_newsfeed_virt,1362
Reebok,spa_jsi_newsfeed_virt,5404
Reese's,spa_jsi_newsfeed_virt,173
Reflex,spa_jsi_newsfeed_virt,1046949
Renault,spa_jsi_newsfeed_virt,179552
Rexona,spa_jsi_newsfeed_virt,2474
Ricard,spa_jsi_newsfeed_virt,1098171
Rice Krispies,spa_jsi_newsfeed_virt,74
Ricola,spa_jsi_newsfeed_virt,11370
Rimmel,spa_jsi_newsfeed_virt,1099
Ripolin,spa_jsi_newsfeed_virt,26
Ritz,spa_jsi_newsfeed_virt,118209
Roaccutane,spa_jsi_newsfeed_virt,17
Roca,spa_jsi_newsfeed_virt,1539512
Rolex,spa_jsi_newsfeed_virt,12083
Rollerblade,spa_jsi_newsfeed_virt,48
Rolls-Royce,spa_jsi_newsfeed_virt,8612
Rosa Clará,spa_jsi_newsfeed_virt,2162
Rotring,spa_jsi_newsfeed_virt,120
Rubalise,spa_jsi_newsfeed_virt,0
Saab,spa_jsi_newsfeed_virt,56528
Sanisette,spa_jsi_newsfeed_virt,7
Sanytol,spa_jsi_newsfeed_virt,275
Scalextric,spa_jsi_newsfeed_virt,2169
Scotch,spa_jsi_newsfeed_virt,1893
Scotch Brite,spa_jsi_newsfeed_virt,37
Scottex,spa_jsi_newsfeed_virt,155
Seat,spa_jsi_newsfeed_virt,175648
Sensodyne,spa_jsi_newsfeed_virt,78
Sephora,spa_jsi_newsfeed_virt,3666
Silestone,spa_jsi_newsfeed_virt,716
Silk-épil,spa_jsi_newsfeed_virt,59
Skechers,spa_jsi_newsfeed_virt,1238
Skype,spa_jsi_newsfeed_virt,35665
Smart,spa_jsi_newsfeed_virt,615309
SNCF,spa_jsi_newsfeed_virt,4968
Sodexo,spa_jsi_newsfeed_virt,3082
Soignon,spa_jsi_newsfeed_virt,8
Sonotone,spa_jsi_newsfeed_virt,219
Sopalin,spa_jsi_newsfeed_virt,13
Special K,spa_jsi_newsfeed_virt,10026
Spontex,spa_jsi_newsfeed_virt,18
Sprite,spa_jsi_newsfeed_virt,3288
St Môret,spa_jsi_newsfeed_virt,0
Stabilo,spa_jsi_newsfeed_virt,140
Stan Smith,spa_jsi_newsfeed_virt,857
Starbucks,spa_jsi_newsfeed_virt,32074
Strepsils,spa_jsi_newsfeed_virt,38
Suchard,spa_jsi_newsfeed_virt,409
Sugus,spa_jsi_newsfeed_virt,424
Sunny Delight,spa_jsi_newsfeed_virt,23
Superglue,spa_jsi_newsfeed_virt,87
Supertite,spa_jsi_newsfeed_virt,7
Suzuki,spa_jsi_newsfeed_virt,44267
Swaroski,spa_jsi_newsfeed_virt,141
Taillefine,spa_jsi_newsfeed_virt,0
Tamagotchi,spa_jsi_newsfeed_virt,2265
Tampax,spa_jsi_newsfeed_virt,370
Taser,spa_jsi_newsfeed_virt,9947
Teflon,spa_jsi_newsfeed_virt,233
Telepromter,spa_jsi_newsfeed_virt,209
Tena,spa_jsi_newsfeed_virt,3169435
Tencel,spa_jsi_newsfeed_virt,470
Teraxyl,spa_jsi_newsfeed_virt,0
Tetra Brik,spa_jsi_newsfeed_virt,574
Tetra Pak,spa_jsi_newsfeed_virt,2961
Texto,spa_jsi_newsfeed_virt,2812116
TGV,spa_jsi_newsfeed_virt,893
Thermomix,spa_jsi_newsfeed_virt,5713
Thermos,spa_jsi_newsfeed_virt,493
Tiffany & Co.,spa_jsi_newsfeed_virt,0
Tipp-ex,spa_jsi_newsfeed_virt,50
Toblerone,spa_jsi_newsfeed_virt,659
Tommy Hilfiger,spa_jsi_newsfeed_virt,5074
Tourtel Twist,spa_jsi_newsfeed_virt,0
Tous,spa_jsi_newsfeed_virt,24415
Toyota,spa_jsi_newsfeed_virt,186085
Trésor,spa_jsi_newsfeed_virt,226
TUC,spa_jsi_newsfeed_virt,1913
Tupperware,spa_jsi_newsfeed_virt,1289
Turmix,spa_jsi_newsfeed_virt,194
Twitter,spa_jsi_newsfeed_virt,2096718
Twix,spa_jsi_newsfeed_virt,192
Uber,spa_jsi_newsfeed_virt,1633275
Ugg,spa_jsi_newsfeed_virt,653
Uno,spa_jsi_newsfeed_virt,1566051
Valentino,spa_jsi_newsfeed_virt,55748
Valium,spa_jsi_newsfeed_virt,1385
Vanish,spa_jsi_newsfeed_virt,1637
Vans,spa_jsi_newsfeed_virt,70246
Vaseline,spa_jsi_newsfeed_virt,153
Velcro,spa_jsi_newsfeed_virt,3014
Velux,spa_jsi_newsfeed_virt,941
Ventoline,spa_jsi_newsfeed_virt,34
Versace,spa_jsi_newsfeed_virt,18907
Vespa,spa_jsi_newsfeed_virt,18830
Viagra,spa_jsi_newsfeed_virt,15361
Vicks Vaporub,spa_jsi_newsfeed_virt,224
Victoria,spa_jsi_newsfeed_virt,3516967
Visa,spa_jsi_newsfeed_virt,3436053
Vitroclen,spa_jsi_newsfeed_virt,0
Volkswagen,spa_jsi_newsfeed_virt,189438
Voll-Damm,spa_jsi_newsfeed_virt,264
Voltaren,spa_jsi_newsfeed_virt,167
Volvic,spa_jsi_newsfeed_virt,89
Volvo,spa_jsi_newsfeed_virt,43412
Walkman,spa_jsi_newsfeed_virt,3345
WD-40,spa_jsi_newsfeed_virt,117
Whatsapp,spa_jsi_newsfeed_virt,613028
Whiskas,spa_jsi_newsfeed_virt,282
Wifi,spa_jsi_newsfeed_virt,132676
Wii,spa_jsi_newsfeed_virt,28746
Wipp Express,spa_jsi_newsfeed_virt,48
Word,spa_jsi_newsfeed_virt,64237
Yamaha,spa_jsi_newsfeed_virt,66246
Yop,spa_jsi_newsfeed_virt,81
Yopa!,spa_jsi_newsfeed_virt,0
Yoplait,spa_jsi_newsfeed_virt,303
Yves Rocher,spa_jsi_newsfeed_virt,608
Yves Saint Laurent,spa_jsi_newsfeed_virt,4842
Zamboni,spa_jsi_newsfeed_virt,3638
Zodiac,spa_jsi_newsfeed_virt,41040
3-EN-UNO,spa_jsi_newsfeed_virt,11
Afterbite,spa_jsi_newsfeed_virt,4
Aftersun,spa_jsi_newsfeed_virt,402
Air Wick,spa_jsi_newsfeed_virt,50
Alcampo,spa_jsi_newsfeed_virt,12142
Algidol,spa_jsi_newsfeed_virt,20
Alhambra,spa_jsi_newsfeed_virt,38775
Alpino,spa_jsi_newsfeed_virt,46291
Ambipur,spa_jsi_newsfeed_virt,17
Amstel,spa_jsi_newsfeed_virt,4840
Aquarius,spa_jsi_newsfeed_virt,16182
Aspirina,spa_jsi_newsfeed_virt,20171
Avecrem,spa_jsi_newsfeed_virt,257
Axe,spa_jsi_newsfeed_virt,3304
Bifrutas,spa_jsi_newsfeed_virt,206
Bimbo,spa_jsi_newsfeed_virt,19762
Binaca,spa_jsi_newsfeed_virt,44
Biodramina,spa_jsi_newsfeed_virt,242
Bisolfren,spa_jsi_newsfeed_virt,2
Bisolgrip,spa_jsi_newsfeed_virt,9
Bitter Kas,spa_jsi_newsfeed_virt,75
Bollycao,spa_jsi_newsfeed_virt,319
Bonoloto,spa_jsi_newsfeed_virt,10860
Bricor,spa_jsi_newsfeed_virt,705
Budweiser,spa_jsi_newsfeed_virt,4510
Burofax,spa_jsi_newsfeed_virt,11234
Cabify,spa_jsi_newsfeed_virt,39569
Cacaolat,spa_jsi_newsfeed_virt,743
Celofán,spa_jsi_newsfeed_virt,3228
Chiquilín,spa_jsi_newsfeed_virt,4834
Choco Krispies,spa_jsi_newsfeed_virt,82
Choleck,spa_jsi_newsfeed_virt,8
Chufi,spa_jsi_newsfeed_virt,5032
Climalit,spa_jsi_newsfeed_virt,353
ColaCao,spa_jsi_newsfeed_virt,1016
Conguitos,spa_jsi_newsfeed_virt,835
Couldina,spa_jsi_newsfeed_virt,18
Cristalmina,spa_jsi_newsfeed_virt,51
Cristasol,spa_jsi_newsfeed_virt,34
Cruzcampo,spa_jsi_newsfeed_virt,6644
Cucal,spa_jsi_newsfeed_virt,6128
Dalsy,spa_jsi_newsfeed_virt,666
Damm,spa_jsi_newsfeed_virt,30851
Damm Lemon,spa_jsi_newsfeed_virt,6
Danet,spa_jsi_newsfeed_virt,31289
Dodot,spa_jsi_newsfeed_virt,501
Don Limpio,spa_jsi_newsfeed_virt,225
Donettes,spa_jsi_newsfeed_virt,167
Donuts,spa_jsi_newsfeed_virt,6303
Dormidina,spa_jsi_newsfeed_virt,93
El Caserío,spa_jsi_newsfeed_virt,21062
El Corte Inglés,spa_jsi_newsfeed_virt,81940
Elvive,spa_jsi_newsfeed_virt,1391
Boules Quies,spa_jsi_newsfeed_virt,0
Cajoline,spa_jsi_newsfeed_virt,0
Cocotte-Minute,spa_jsi_newsfeed_virt,0
Coton-tige,spa_jsi_newsfeed_virt,0
Cubitainer,spa_jsi_newsfeed_virt,0
Ficello,spa_jsi_newsfeed_virt,0
Fruit d'or,spa_jsi_newsfeed_virt,0
Géant vert,spa_jsi_newsfeed_virt,0
H&S,spa_jsi_newsfeed_virt,0
Kellogg’s Corn Flakes,spa_jsi_newsfeed_virt,0
Kinder Schoko-Bons,spa_jsi_newsfeed_virt,0
Knacki,spa_jsi_newsfeed_virt,0
Kub Or,spa_jsi_newsfeed_virt,0
Bouillon Kub,spa_jsi_newsfeed_virt,0
Mercurochrome,spa_jsi_newsfeed_virt,0
Moët & Chandon,spa_jsi_newsfeed_virt,0
Néoprène,spa_jsi_newsfeed_virt,0
Nocciolata,spa_jsi_newsfeed_virt,0
Perle de lait,spa_jsi_newsfeed_virt,0
Petit Yoplait,spa_jsi_newsfeed_virt,0
Petits Filous,spa_jsi_newsfeed_virt,0
Placoplâtre,spa_jsi_newsfeed_virt,0
Postéclair,spa_jsi_newsfeed_virt,0
Primpéran,spa_jsi_newsfeed_virt,0
Rubalise,spa_jsi_newsfeed_virt,0
St Môret,spa_jsi_newsfeed_virt,0
Taillefine,spa_jsi_newsfeed_virt,0
Teraxyl,spa_jsi_newsfeed_virt,0
Tiffany & Co.,spa_jsi_newsfeed_virt,0
Tourtel Twist,spa_jsi_newsfeed_virt,0
Vitroclen,spa_jsi_newsfeed_virt,0
Yopa!,spa_jsi_newsfeed_virt,0
Nestlé Nidina,spa_jsi_newsfeed_virt,0
Pato,spa_jsi_newsfeed_virt,812254
Phoskitos,spa_jsi_newsfeed_virt,139
Pictolín,spa_jsi_newsfeed_virt,9
Pikolin,spa_jsi_newsfeed_virt,2010
Pikolinos,spa_jsi_newsfeed_virt,485
Pinypon,spa_jsi_newsfeed_virt,257
Pladur,spa_jsi_newsfeed_virt,1519
Plasticola,spa_jsi_newsfeed_virt,343
Plastidecor,spa_jsi_newsfeed_virt,73
Plastilina,spa_jsi_newsfeed_virt,8008
Potitos,spa_jsi_newsfeed_virt,1593
Primperan,spa_jsi_newsfeed_virt,67
Príncipe,spa_jsi_newsfeed_virt,430506
Profidén,spa_jsi_newsfeed_virt,132
Pronto,spa_jsi_newsfeed_virt,1498795
Queroseno,spa_jsi_newsfeed_virt,4921
Renfe,spa_jsi_newsfeed_virt,101051
Revilla,spa_jsi_newsfeed_virt,65322
Rhinomer,spa_jsi_newsfeed_virt,24
Roacután,spa_jsi_newsfeed_virt,29
San Miguel,spa_jsi_newsfeed_virt,246076
Sellotape,spa_jsi_newsfeed_virt,12
